portal_id	tax_phylum	tax_class	tax_order	eco_term
Oidma1	Ascomycota	Leotiomycetes		mycorrhizal_fungi
Botci1	Ascomycota	Leotiomycetes	Helotiales	N/A
Sclsc1	Ascomycota	Leotiomycetes	Helotiales	N/A
Rutfi1	Ascomycota	Leotiomycetes	Helotiales	N/A
XylPMI703_1	Ascomycota	Leotiomycetes		N/A
Elyde1	Ascomycota	Leotiomycetes	Rhytismatales	N/A
Lopnit1_1	Ascomycota	Leotiomycetes	Rhytismatales	N/A
Cocst1	Ascomycota	Leotiomycetes	Rhytismatales	N/A
Spafl1	Ascomycota	Leotiomycetes	Rhytismatales	N/A
Bulin1	Ascomycota	Leotiomycetes	Phacidiales	N/A
Themi1	Ascomycota	Leotiomycetes	Thelebolales	N/A
Thest1	Ascomycota	Leotiomycetes	Thelebolales	N/A
Tubin1_1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Tubme1v2	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Tubme2	Ascomycota	Pezizomycetes	Pezizales	N/A
Tubbr1_1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Tubae1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Tubma1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Tubbor1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Chove1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Morco1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Morimp1	Ascomycota	Pezizomycetes	Pezizales	N/A
Morsny1	Ascomycota	Pezizomycetes	Pezizales	Pyrophilous_Fungi
Leuca1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Gyresc1	Ascomycota	Pezizomycetes	Pezizales	N/A
Calful1	Ascomycota	Pezizomycetes	Pezizales	N/A
Rhiund1	Ascomycota	Pezizomycetes	Pezizales	N/A
Trihyb1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Wilmi1	Ascomycota	Pezizomycetes	Pezizales	Pyrophilous_Fungi,mycorrhizal_fungi
Pyrco1	Ascomycota	Pezizomycetes	Pezizales	N/A
Sphbr2	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Tripra1	Ascomycota	Pezizomycetes	Pezizales	Pyrophilous_Fungi
Geocar1	Ascomycota	Pezizomycetes	Pezizales	Pyrophilous_Fungi,mycorrhizal_fungi
Ascni1	Ascomycota	Pezizomycetes	Pezizales	N/A
Plemel1	Ascomycota	Pezizomycetes	Pezizales	N/A
Sarco1	Ascomycota	Pezizomycetes	Pezizales	N/A
Terbo2	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Tercla1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Tirniv1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Kalpfe1	Ascomycota	Pezizomycetes	Pezizales	mycorrhizal_fungi
Pezech1	Ascomycota	Pezizomycetes	Pezizales	Pyrophilous_Fungi
Ascim1	Ascomycota	Pezizomycetes	Pezizales	N/A
Artol1	Ascomycota	Orbiliomycetes	Orbiliales	N/A
Monha1	Ascomycota	Orbiliomycetes	Orbiliales	N/A
Spaarb1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Spapa3	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Canalb1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Lodelo1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Picst3	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Schsti1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Schcoi1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Schque1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Canta1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Metbi1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Metbi_SCcomb	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Clalu1_2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Hypbu1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Debha1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Meygui1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Cante1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Cepal1_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Cepfr1_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Babin1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Isori2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Issorie2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Issori2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Picme2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Dekbr2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Ambph1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Hanpo2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Canar1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Canbo1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Kurca1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Picpa1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Pacta1_2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Artfe1_2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Ascru1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
SacceM3836_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
SacceM3839_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
SacceM3707_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
SacceM3838_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
SacceM3837_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
SacceYB210_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Sacce1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Kazaf1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Torde1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Zygro1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Ashgo1_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Klula1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Hanva1_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Cybja1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Wican1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Spola1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Yarlip1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Yarli1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
YarliW29	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
YarliYlCW001	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
YarliYB392	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
YarliYB567	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
YarliYB566	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
YarliYB420	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
YarliYB419	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Nadfu1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Symat1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Tripe1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Arxad1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Sugame1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Zyghe1_2	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Wicdo1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Botmuc1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Canca1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Lipst1_1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Myxme1	Ascomycota	Saccharomycetes	Saccharomycetales	N/A
Saico1	Ascomycota			N/A
Schcy1	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	N/A
Schoc1	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	N/A
Schpo1	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	N/A
Schja1	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	N/A
Pneji1	Ascomycota	Pneumocystidomycetes	Pneumocystidales	N/A
Prola1	Ascomycota	Taphrinomycetes	Taphrinales	N/A
Tapde1_1	Ascomycota	Taphrinomycetes	Taphrinales	N/A
Tappo1	Ascomycota	Taphrinomycetes	Taphrinales	N/A
LedVB361_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
LedTMI1148_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lenedo1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lened_B_1_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lentinedodes1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Led_CS584_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
LedTMI1633_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lenafn1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lenlat1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lennov1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lenafn_TMI1502_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
LlaTMI1499_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lenra_T_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
LraTFB9207_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
LraJLM1587_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
LraINPA1820_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lenrap1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lenrap1_155	Basidiomycota	Agaricomycetes	Agaricales	N/A
LboTFB7810_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
LboTFB7829_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
LboET3784_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
Lbo_TFB10291_1	Basidiomycota	Agaricomycetes	Agaricales	White_rot_fungi
